
4494,Snyder,Brynlee,Miss,F,9/21/1988 12:00:00 AM,Divorced,8288 Barn Point,Waco,TX,76798,8202593551,brynlee2@uranus.com,Minister,2/11/2010 12:00:00 AM,1/20/2010 12:00:00 AM,4/19/2016 12:00:00 AM
8466,Stephenson,Rylan,Mrs,F,11/12/2006 12:00:00 AM,Not applicable,8140 Dewy Arbor,Waco,TX,76707,5128698015,rstephenson@uranus.com,Dependent,1/1/0001 12:00:00 AM,11/25/2017 12:00:00 AM,1/28/2018 12:00:00 AM
1865,Clements,Alessandra,Mrs,F,1/15/1974 12:00:00 AM,Divorced,439 Timber Crest,Wisdom,MT,59761,5125977725,alessandra2@mars.edu,Member,10/19/1994 12:00:00 AM,4/6/1994 12:00:00 AM,3/19/2018 12:00:00 AM
7976,Pittman,Jeremiah,Mr,M,12/3/1983 12:00:00 AM,Married,2378 Green Pike,Palmyra,NY,14522,2544419057,jpittman@jupiter.com,Attender,4/18/2015 12:00:00 AM,8/28/2014 12:00:00 AM,1/27/2018 12:00:00 AM
4679,Arnold,Allyson,Mrs,F,2/17/1956 12:00:00 AM,Married,2458 Butterfly Farms,Waco,TX,76705,8206519551,,Attender,9/23/2000 12:00:00 AM,3/18/1999 12:00:00 AM,12/21/2017 12:00:00 AM
4694,Peterson,Presley,Miss,F,6/20/1980 12:00:00 AM,Separated,2866 Fallen Court,Waco,TX,76703,2544928756,p-peterson@earth.com,Archived,12/16/2014 12:00:00 AM,6/21/2014 12:00:00 AM,5/5/2015 12:00:00 AM
6419,Bell,Mark,Mr,M,9/18/2005 12:00:00 AM,Not applicable,939 Dale Valley,Ross,TX,76684,5126836724,mark1@uranus.com,Dependent,1/1/0001 12:00:00 AM,6/19/2016 12:00:00 AM,3/16/2018 12:00:00 AM
9617,Cummings,Jayni,Mrs,F,6/7/1956 12:00:00 AM,Separated,4428 Honey Jetty,Waco,TX,76705,5128976809,,Visitor,9/12/2003 12:00:00 AM,5/6/2002 12:00:00 AM,12/24/2017 12:00:00 AM
7178,Ellis,Lucas,Mr,M,10/6/1929 12:00:00 AM,Divorced,417 Brook Stead,Waco,TX,76799,0,lellis@earth.edu,Minister,7/26/1978 12:00:00 AM,7/19/1977 12:00:00 AM,11/4/2015 12:00:00 AM
7111,Colon,Colton,Mr,M,11/15/1941 12:00:00 AM,Married,2081 Hills Bend,Waco,TX,76706,2547683181,c-colon@neptune.gov,Minister,4/26/2006 12:00:00 AM,8/29/2004 12:00:00 AM,3/4/2018 12:00:00 AM
5472,Buckner,Yareli,Dr,F,4/19/1972 12:00:00 AM,Divorced,5289 Old Manor,Mc Gregor,TX,76657,8202517916,y-buckner@saturn.edu,Attender,2/1/2017 12:00:00 AM,9/15/2016 12:00:00 AM,1/5/2018 12:00:00 AM
4923,Caldwell,Cooper,Mr,M,1/2/1985 12:00:00 AM,Unknown,6235 Dusty Pike,Ross,TX,76684,0,cooper3@earth.com,Member,5/25/2016 12:00:00 AM,2/2/2016 12:00:00 AM,2/20/2018 12:00:00 AM
8517,Benton,Jaidyn,Mrs,F,9/16/1953 12:00:00 AM,Unknown,418 Quail Dr,Moody,TX,76557,0,j-benton@venus.com,Dependent,12/8/1990 12:00:00 AM,7/23/1989 12:00:00 AM,3/14/2018 12:00:00 AM
2077,Benton,Irvin,Mr,M,5/24/1951 12:00:00 AM,Married,3294 Prairie Cove,Waco,TX,76710,2547825470,i-benton@uranus.gov,Staff,6/4/2003 12:00:00 AM,1/10/2002 12:00:00 AM,1/15/2018 12:00:00 AM
5473,Downs,Nadia,Mrs,F,7/21/1957 12:00:00 AM,Separated,2487 Island Woods,Waco,TX,76702,2543258853,nadia1@earth.edu,Archived,7/9/1982 12:00:00 AM,10/18/1981 12:00:00 AM,12/19/1982 12:00:00 AM
1673,Crawford,Nico,Dr,M,1/4/2004 12:00:00 AM,Not applicable,1240 Old Rd,Niagara Falls,NY,14305,8209646314,n-crawford@mercury.edu,Dependent,1/1/0001 12:00:00 AM,9/24/2017 12:00:00 AM,1/14/2018 12:00:00 AM
4241,Simpson,Ethan,Mr,M,9/17/1988 12:00:00 AM,Married,7313 Wishing Trace,Waco,TX,76715,5128561176,esimpson@jupiter.com,Attender,6/5/2008 12:00:00 AM,5/10/2007 12:00:00 AM,3/3/2018 12:00:00 AM
2348,McCoy,Carla,Miss,F,1/14/1967 12:00:00 AM,Unknown,5965 Beacon Lane,Eddy,TX,76524,8209193959,,Visitor,3/22/2009 12:00:00 AM,5/26/2007 12:00:00 AM,1/16/2018 12:00:00 AM
3319,Logan,Janiyah,Miss,F,6/18/1971 12:00:00 AM,Married,4184 Bright Glen,China Spring,TX,76633,0,jlogan@earth.edu,Visitor,8/18/2004 12:00:00 AM,7/23/2004 12:00:00 AM,6/17/2017 12:00:00 AM
2835,Stokes,Megan,Miss,F,12/4/2003 12:00:00 AM,Not applicable,6260 River Falls,Waco,TX,76710,5129253960,,Dependent,1/1/0001 12:00:00 AM,12/1/2014 12:00:00 AM,7/10/2015 12:00:00 AM
9541,Sawyer,Oscar,Mr,M,4/8/1967 12:00:00 AM,Separated,2959 Bright Valley,Sabinsville,PA,16943,8208171268,o-sawyer@saturn.gov,Dependent,11/3/1987 12:00:00 AM,3/3/1986 12:00:00 AM,4/3/2018 12:00:00 AM
9316,Valentine,Bailee,Mrs,F,11/8/1981 12:00:00 AM,Married,1062 Timber Pike,Eddy,TX,76524,8205441849,bailee1@saturn.com,Dependent,12/15/2001 12:00:00 AM,4/25/2001 12:00:00 AM,1/5/2018 12:00:00 AM
5152,Russo,Westin,Mr,M,3/5/1950 12:00:00 AM,Married,4993 Dewy Dell,Riesel,TX,76682,5128179509,w-russo@uranus.gov,Archived,2/17/2010 12:00:00 AM,4/1/2009 12:00:00 AM,6/29/2010 12:00:00 AM
2022,Wilder,Evelyn,Mrs,F,11/9/1959 12:00:00 AM,Single,6378 Dale Glade,Waco,TX,76701,0,ewilder@neptune.edu,Archived,5/14/1988 12:00:00 AM,9/21/1986 12:00:00 AM,6/19/1988 12:00:00 AM
3095,McCormick,Karley,Mrs,F,5/18/1963 12:00:00 AM,Divorced,5401 Umber Bend,Waco,TX,76701,0,k-mccormick@earth.gov,Visitor,10/4/2016 12:00:00 AM,12/29/2015 12:00:00 AM,1/20/2018 12:00:00 AM
4527,Fields,Albert,Mr,M,12/24/1976 12:00:00 AM,Widowed,8498 Heather Nook,Elm Mott,TX,76640,8206799771,fields5892@mars.edu,Visitor,9/11/2009 12:00:00 AM,12/19/2008 12:00:00 AM,3/3/2018 12:00:00 AM
9093,Grant,Paisley,Miss,F,3/30/1934 12:00:00 AM,Widowed,6601 Gate Dale,China Spring,TX,76633,0,grant3747@saturn.gov,Archived,2/24/1980 12:00:00 AM,11/20/1979 12:00:00 AM,5/11/1980 12:00:00 AM
8736,Potts,Gilberto,Mr,M,7/15/1990 12:00:00 AM,Unknown,7526 Pond Hollow,Bruceville,TX,76630,5125361673,potts8857@jupiter.com,Dependent,1/5/2017 12:00:00 AM,1/13/2015 12:00:00 AM,1/21/2018 12:00:00 AM
9013,McNeil,Bianca,Miss,F,10/22/1993 12:00:00 AM,Widowed,8004 Bear Vale,Waco,TX,76702,2543666382,b-mcneil@venus.com,Archived,11/4/2016 12:00:00 AM,3/17/2016 12:00:00 AM,12/20/2016 12:00:00 AM
7233,Wilkins,Teresa,Miss,F,11/29/1954 12:00:00 AM,Unknown,1410 Misty Vista,Waco,TX,76703,8209119819,t-wilkins@jupiter.com,Member,11/21/2011 12:00:00 AM,4/1/2011 12:00:00 AM,3/16/2018 12:00:00 AM
9899,Donaldson,Brittany,Mrs,F,6/7/1975 12:00:00 AM,Divorced,1591 Rabbit Place,Crawford,TX,76638,8202251867,brittany2@neptune.com,Minister,8/8/2000 12:00:00 AM,12/25/1998 12:00:00 AM,3/25/2018 12:00:00 AM
1743,May,Wyatt,Mr,M,12/24/2006 12:00:00 AM,Not applicable,335 Horse Vale,Ross,TX,76684,0,wyatt1@mars.com,Dependent,1/1/0001 12:00:00 AM,10/11/2016 12:00:00 AM,1/20/2018 12:00:00 AM
8252,Jarvis,Clayton,Mr,M,10/3/1965 12:00:00 AM,Widowed,427 Merry Point,Jacksonville,FL,32220,5129902440,,Visitor,8/4/1996 12:00:00 AM,5/7/1996 12:00:00 AM,4/6/2018 12:00:00 AM
7252,Robbins,London,Dr,F,2/4/1939 12:00:00 AM,Separated,8847 Willow Knoll,Elm Mott,TX,76640,8204801621,,Staff,12/4/2000 12:00:00 AM,7/26/1999 12:00:00 AM,2/24/2018 12:00:00 AM
9995,Fowler,Lilliana,Dr,F,9/10/1976 12:00:00 AM,Separated,8308 Horse Woods,Waco,TX,76711,8202696708,fowler4950@mercury.gov,Staff,6/12/2006 12:00:00 AM,3/19/2005 12:00:00 AM,1/14/2017 12:00:00 AM
7883,Forbes,Mathew,Mr,M,9/26/1961 12:00:00 AM,Separated,5534 Timber Avenue,Fort Lewis,WA,98433,2542176044,mathew1@uranus.com,Visitor,7/4/1988 12:00:00 AM,6/29/1987 12:00:00 AM,3/9/2018 12:00:00 AM
2842,Nieves,Lukas,Mr,M,6/2/1991 12:00:00 AM,Married,3444 Red Estates,Waco,TX,76702,8202922754,lukas1@venus.com,Staff,12/19/2015 12:00:00 AM,12/19/2013 12:00:00 AM,3/19/2018 12:00:00 AM
9267,Pena,Lilia,Miss,F,11/12/1959 12:00:00 AM,Unknown,3063 Red Edge,Riesel,TX,76682,5126003255,pena4144@mars.com,Member,6/9/2011 12:00:00 AM,7/10/2010 12:00:00 AM,12/24/2017 12:00:00 AM
8727,Figueroa,Lillian,Mrs,F,1/6/1981 12:00:00 AM,Divorced,7556 Log Manor,Fallsburg,NY,12733,8203272300,lillian3@earth.gov,Member,6/24/2004 12:00:00 AM,2/24/2004 12:00:00 AM,1/14/2018 12:00:00 AM
3360,Gonzalez,Ivan,Dr,M,9/24/1950 12:00:00 AM,Single,7952 Cider Vale,Bruceville,TX,76630,5129082844,ivan3@venus.gov,Attender,12/16/2010 12:00:00 AM,10/19/2010 12:00:00 AM,2/18/2018 12:00:00 AM
7887,Larson,Moriah,Mrs,F,12/8/1981 12:00:00 AM,Separated,6767 Pine Point,Waco,TX,76705,2546332949,larson8745@neptune.gov,Member,10/15/2013 12:00:00 AM,7/23/2013 12:00:00 AM,12/16/2017 12:00:00 AM
5084,Lamb,Roberta,Mrs,F,7/15/2002 12:00:00 AM,Not applicable,2492 Hickory Swale,Bruceville,TX,76630,0,rlamb@uranus.com,Dependent,1/1/0001 12:00:00 AM,8/7/2017 12:00:00 AM,12/19/2017 12:00:00 AM
2941,Cook,Riya,Dr,F,2/9/1938 12:00:00 AM,Married,8186 Nectar Meadow,Eddy,TX,76524,5125173701,cook6884@jupiter.edu,Contact,6/4/1987 12:00:00 AM,6/24/1985 12:00:00 AM,2/6/2018 12:00:00 AM
1121,Kirk,Elijah,Mr,M,3/12/1936 12:00:00 AM,Widowed,5691 Cotton Circle,West,TX,76691,2546318783,e-kirk@jupiter.edu,Member,10/19/1979 12:00:00 AM,7/24/1979 12:00:00 AM,3/26/2018 12:00:00 AM
3256,Estes,Brandon,Mr,M,8/31/1983 12:00:00 AM,Single,4080 Log Dr,Ross,TX,76684,2545842966,b-estes@venus.gov,Member,4/16/2014 12:00:00 AM,10/20/2012 12:00:00 AM,2/27/2018 12:00:00 AM
1157,Becker,Darius,Mr,M,9/20/2004 12:00:00 AM,Not applicable,2310 Deer Swale,Waco,TX,76708,5126252673,becker8306@earth.edu,Dependent,1/1/0001 12:00:00 AM,9/13/2016 12:00:00 AM,2/13/2018 12:00:00 AM
3426,Henson,Reyna,Mrs,F,4/19/1962 12:00:00 AM,Married,3612 Misty Stead,Waco,TX,76710,2544181573,rhenson@uranus.gov,Attender,7/18/2013 12:00:00 AM,11/26/2011 12:00:00 AM,3/12/2018 12:00:00 AM
8109,Bright,Maria,Mrs,F,12/23/1983 12:00:00 AM,Separated,3881 Grand Chase,Ross,TX,76684,2548646486,maria2@venus.com,Member,1/6/2005 12:00:00 AM,6/13/2004 12:00:00 AM,2/11/2016 12:00:00 AM
4866,Dotson,Deon,Mr,M,12/31/1972 12:00:00 AM,Widowed,4187 Lake Ridge,Waco,TX,76798,2549868037,ddotson@saturn.edu,Archived,8/1/1993 12:00:00 AM,9/1/1991 12:00:00 AM,12/18/2017 12:00:00 AM
6106,Hardin,Kylee,Miss,F,2/4/1926 12:00:00 AM,Single,6154 Lagoon Acres,Pensacola,FL,32815,8206022556,k-hardin@venus.gov,Visitor,1/19/1955 12:00:00 AM,4/23/1954 12:00:00 AM,2/27/2018 12:00:00 AM
2562,Wyatt,Cyrus,Dr,M,1/28/1972 12:00:00 AM,Widowed,422 Gentle Canyon,Waco,TX,76702,5124192318,cyrus1@venus.gov,Attender,6/16/2005 12:00:00 AM,4/27/2005 12:00:00 AM,3/30/2018 12:00:00 AM
3271,Baird,Blaise,Mr,M,6/18/1950 12:00:00 AM,Divorced,4662 Bear Orchard,Waco,TX,76798,5127369877,b-baird@neptune.gov,Staff,10/5/1992 12:00:00 AM,1/31/1992 12:00:00 AM,2/27/2018 12:00:00 AM
2944,Dennis,Charlee,Mrs,F,1/10/1937 12:00:00 AM,Unknown,7256 Middle Canyon,Axtell,TX,76624,0,,Attender,10/2/1987 12:00:00 AM,2/15/1987 12:00:00 AM,3/5/2018 12:00:00 AM
4642,Pope,Zaire,Mr,M,7/26/1968 12:00:00 AM,Married,3631 Fawn Trace,Crawford,TX,76638,8209358424,,Dependent,5/25/2012 12:00:00 AM,10/26/2011 12:00:00 AM,2/5/2018 12:00:00 AM
1867,Henry,Sam,Mr,M,10/5/1996 12:00:00 AM,Single,1259 Apple View,Waco,TX,76714,2546555110,s-henry@neptune.com,Staff,9/3/2017 12:00:00 AM,3/23/2017 12:00:00 AM,6/11/2017 12:00:00 AM
2434,Cortez,Hector,Mr,M,1/3/1996 12:00:00 AM,Separated,1750 Dale Valley,Eddy,TX,76524,8203315639,h-cortez@uranus.edu,Visitor,10/4/2017 12:00:00 AM,7/24/2016 12:00:00 AM,12/18/2017 12:00:00 AM
7818,McConnell,Isaak,Mr,M,5/25/1949 12:00:00 AM,Widowed,8887 Zephyr Park,China Spring,TX,76633,5123324156,,Minister,6/4/2011 12:00:00 AM,5/11/2010 12:00:00 AM,12/23/2017 12:00:00 AM
6429,Noel,Zain,Mr,M,8/13/1975 12:00:00 AM,Separated,5651 Bluff Falls,Appleton,WI,54914,8202615616,,Visitor,1/8/2009 12:00:00 AM,9/11/2007 12:00:00 AM,10/14/2015 12:00:00 AM
7907,Vega,Camilo,Mr,M,8/29/1948 12:00:00 AM,Married,8447 Stony Manor,Waco,TX,76708,0,camilo1@venus.com,Visitor,8/4/2016 12:00:00 AM,1/16/2016 12:00:00 AM,3/8/2018 12:00:00 AM
9839,Hatfield,Douglas,Dr,M,6/13/1985 12:00:00 AM,Married,2157 Quiet Isle,Hewitt,TX,76643,2549056091,dhatfield@saturn.gov,Minister,7/16/2008 12:00:00 AM,10/4/2006 12:00:00 AM,4/5/2018 12:00:00 AM
2367,Snider,Micheal,Mr,M,7/18/1988 12:00:00 AM,Unknown,7646 Bright Corner,Waco,TX,76708,5128812759,m-snider@uranus.gov,Dependent,8/20/2008 12:00:00 AM,2/2/2007 12:00:00 AM,2/27/2018 12:00:00 AM
9243,Haynes,Craig,Mr,M,10/1/1985 12:00:00 AM,Unknown,485 Easy Circle,Waco,TX,76795,0,chaynes@uranus.edu,Attender,4/27/2012 12:00:00 AM,11/18/2011 12:00:00 AM,2/9/2018 12:00:00 AM
7578,Sellers,Arnold,Mr,M,10/1/1960 12:00:00 AM,Single,5611 Cotton Farms,Waco,TX,76714,2548607033,aryan1@neptune.edu,Contact,10/26/1995 12:00:00 AM,7/15/1995 12:00:00 AM,2/25/2018 12:00:00 AM
8965,Ayers,Adeline,Dr,F,4/4/1969 12:00:00 AM,Unknown,1721 Lake Valley,Waco,TX,76704,8205944865,a-ayers@mars.edu,Staff,9/8/1990 12:00:00 AM,8/22/1989 12:00:00 AM,12/19/2017 12:00:00 AM
7061,Aguilar,Shane,Dr,M,1/3/1978 12:00:00 AM,Not applicable,792 Hills Circle,Waco,TX,76714,2548297935,aguilar1172@neptune.gov,Dependent,12/9/2015 12:00:00 AM,11/10/2015 12:00:00 AM,1/8/2018 12:00:00 AM
6990,Miles,Skylar,Miss,F,3/29/1942 12:00:00 AM,Unknown,6206 Hickory Trail,Waco,TX,76715,2546352674,s-miles@mars.com,Dependent,1/6/2007 12:00:00 AM,6/23/2005 12:00:00 AM,1/5/2018 12:00:00 AM
3368,Parsons,Cheyenne,Miss,F,6/21/1985 12:00:00 AM,Single,431 Silent Place,Leroy,TX,76654,5123358766,parsons2636@uranus.gov,Staff,4/1/2017 12:00:00 AM,5/2/2016 12:00:00 AM,1/22/2018 12:00:00 AM
8733,Hoffman,Kayleen,Miss,F,3/10/1961 12:00:00 AM,Widowed,5088 Iron Round,Mart,TX,76664,5123998590,k-hoffman@mercury.com,Staff,11/8/1989 12:00:00 AM,10/18/1989 12:00:00 AM,2/23/2018 12:00:00 AM
1006,Clements,Cason,Mr,M,11/13/1983 12:00:00 AM,Unknown,5684 Quaking Corner,Woodway,TX,76712,5122241545,cason3@venus.gov,Visitor,3/10/2010 12:00:00 AM,1/24/2010 12:00:00 AM,1/11/2018 12:00:00 AM
7099,Lloyd,Alaina,Mrs,F,6/28/1947 12:00:00 AM,Divorced,581 Treasure Nook,Woodway,TX,76712,5127467268,a-lloyd@earth.com,Contact,9/6/2004 12:00:00 AM,7/16/2004 12:00:00 AM,12/27/2017 12:00:00 AM
6618,Duke,Brittany,Miss,F,9/28/1928 12:00:00 AM,Widowed,5269 Fawn Run,Hewitt,TX,76643,8207444079,brittany1@saturn.edu,Attender,2/22/2006 12:00:00 AM,3/3/2005 12:00:00 AM,1/4/2018 12:00:00 AM
7302,Rogers,Dayton,Mr,M,5/23/1953 12:00:00 AM,Widowed,2075 Quaking Trail,Eddy,TX,76524,8206439926,d-rogers@neptune.com,Member,9/12/1993 12:00:00 AM,9/8/1992 12:00:00 AM,7/26/2017 12:00:00 AM
9159,Simpson,Maya,Mrs,F,2/10/1963 12:00:00 AM,Divorced,6399 Elk Avenue,Waco,TX,76710,5123983035,m-simpson@venus.gov,Attender,6/4/1986 12:00:00 AM,12/1/1985 12:00:00 AM,11/12/2015 12:00:00 AM
9850,Franklin,Shawn,Mr,M,2/28/1954 12:00:00 AM,Widowed,3417 Berry View,Crawford,TX,76638,5122589960,shawn3@uranus.edu,Staff,12/22/1975 12:00:00 AM,10/27/1975 12:00:00 AM,5/7/2016 12:00:00 AM
8559,Gomez,Skyler,Miss,F,1/26/2002 12:00:00 AM,Not applicable,1664 Quiet Lane,Mc Gregor,TX,76657,2543398827,gomez1335@mars.edu,Dependent,1/1/0001 12:00:00 AM,3/20/2016 12:00:00 AM,12/27/2017 12:00:00 AM
1752,Burns,Terrell,Mr,M,5/30/1970 12:00:00 AM,Separated,3569 Panda Lane,Mc Gregor,TX,76657,8202521184,tburns@mercury.edu,Minister,2/2/2010 12:00:00 AM,5/14/2008 12:00:00 AM,1/15/2018 12:00:00 AM
5253,Singleton,Jaime,Mr,M,12/9/1942 12:00:00 AM,Separated,1800 Lazy Landing,Woodway,TX,76712,5124822868,jsingleton@saturn.gov,Attender,11/2/1984 12:00:00 AM,4/1/1983 12:00:00 AM,2/23/2018 12:00:00 AM
2890,Summers,Kendall,Mrs,F,7/23/1926 12:00:00 AM,Married,7240 Lazy Arbor,Hartford,AL,36344,2543928524,summers3542@jupiter.edu,Dependent,1/12/2005 12:00:00 AM,9/15/2003 12:00:00 AM,1/28/2018 12:00:00 AM
5005,Adkins,Aiden,Mr,M,5/10/1936 12:00:00 AM,Separated,2226 Quail Dell,Leroy,TX,76654,2544186262,aadkins@mars.edu,Dependent,6/20/1978 12:00:00 AM,3/15/1977 12:00:00 AM,1/14/2018 12:00:00 AM
9998,Randall,Wilson,Mr,M,10/7/1931 12:00:00 AM,Unknown,1164 Grand Circle,Axtell,TX,76624,2544516394,wilson1@jupiter.edu,Member,4/12/1965 12:00:00 AM,8/8/1963 12:00:00 AM,1/23/2018 12:00:00 AM
8688,Brown,Dahlia,Miss,F,12/13/1996 12:00:00 AM,Widowed,2942 Red Ledge,Eddy,TX,76524,0,dahlia3@venus.edu,Member,8/24/2016 12:00:00 AM,5/12/2016 12:00:00 AM,2/26/2018 12:00:00 AM
9284,Yates,Brennan,Mr,M,11/7/1971 12:00:00 AM,Married,5645 Emerald Place,Ross,TX,76684,2545401723,byates@jupiter.com,Attender,7/18/2002 12:00:00 AM,6/13/2002 12:00:00 AM,3/2/2018 12:00:00 AM
9104,Blankenship,Raymond,Dr,M,3/16/1996 12:00:00 AM,Unknown,7019 Bright Vale,Hewitt,TX,76643,2544299393,blankenship7922@mars.edu,Minister,5/19/2016 12:00:00 AM,1/10/2016 12:00:00 AM,1/20/2016 12:00:00 AM
2909,Boyle,Issac,Mr,M,11/17/1993 12:00:00 AM,Separated,584 Horse Bend,Waco,TX,76799,8203911815,issac3@jupiter.edu,Dependent,9/20/2013 12:00:00 AM,3/27/2012 12:00:00 AM,12/24/2017 12:00:00 AM
7003,Atkins,Kaleb,Mr,M,3/12/1950 12:00:00 AM,Divorced,528 Shadow Chase,Waco,TX,76798,8205568397,katkins@venus.edu,Member,8/4/1975 12:00:00 AM,5/25/1975 12:00:00 AM,2/28/2018 12:00:00 AM
1584,Lancaster,Titus,Mr,M,11/20/2003 12:00:00 AM,Not applicable,4693 Pioneer Circle,West,TX,76691,5128758284,titus3@mars.com,Dependent,1/1/0001 12:00:00 AM,4/3/2016 12:00:00 AM,1/3/2018 12:00:00 AM
2086,Burnett,Sofia,Miss,F,5/19/1997 12:00:00 AM,Unknown,7662 Colonial Path,Waco,TX,76797,2545857139,sofia3@venus.gov,Contact,10/23/2017 12:00:00 AM,7/9/2017 12:00:00 AM,2/11/2018 12:00:00 AM
5766,Kaufman,Kennedi,Miss,F,11/28/1975 12:00:00 AM,Unknown,730 Rocky Park,Marion,AL,36756,8204557908,kkaufman@mars.edu,Attender,12/22/2000 12:00:00 AM,2/10/2000 12:00:00 AM,3/14/2018 12:00:00 AM
